Rank,Encoding,Word Length,Word,Language Score_langdetect,Language Score_langid
51,189698,14, universitaire,0.9999964987714256,0.9654485876218095
52,192320,14, investisseurs,0.9999942883205011,0.994542470330467
53,33271,13, entrepreneur,0.9999948763876565,0.9424194172173037
54,39004,13, destinations,0.9999966006446562,0.8022457823582088
55,40090,13, descriptions,0.8571409223213331,0.8022457823582088
56,44272,13, surveillance,0.9999955520912555,0.9490410255706181
57,45247,13, gouvernement,0.9999975592768371,0.9999990553930619
58,50845,13, unemployment,0.9999966685611854,0.8232654077842924
59,67075,13, généralement,0.9999974868222896,0.9999163287002034
60,67741,13, actuellement,0.9999961381077572,0.902796608163611
61,67971,13, commentaires,0.9999960142809272,0.9728369101564814
62,69073,13, parfaitement,0.9999945675082397,0.6793472492778115
63,70827,13, utilisateurs,0.9999959137057717,0.9999947501026437
64,84931,13, Entrepreneur,0.9999974091463655,0.9424194172173037
65,88638,13, présentation,0.9999986184366674,0.9517094891129224
66,91506,13, certainement,0.9999976661446048,0.621497990489962
67,97355,13, propriétaire,0.9999979285207733,0.9999999997217511
68,109397,13, électronique,0.9999961921878509,0.9999999898219903
69,110566,13, conséquences,0.9999951970196093,0.6585238881496294
70,110918,13, scientifique,0.999997055677663,0.9948155016015681
71,113320,13, fournisseurs,0.9999975608187002,0.994542470330467
72,118970,13, informatique,0.9999972990171166,0.9997925817300272
73,119756,13, possibilités,0.999997052027383,0.9902352536552126
74,122188,13, anniversaire,0.9999946717445135,0.5325709124695399
75,130690,13, travailleurs,0.9999968702373682,0.9999870532171368
76,136122,13, représentant,0.9999942352850943,0.9517094891129224
77,138959,13, statistiques,0.9999964825084804,0.9997925817300272
78,139403,13, spécialistes,0.5714305268440348,0.9999988927601455
79,139867,13, personnalité,0.9999964075267614,0.9999231350229815
80,140987,13, spécialement,0.9999964765175579,0.9999983239661293
81,142239,13, alimentaires,0.8571407285053283,0.9965898861704657
82,145109,13, exceptionnel,0.9999964758874486,0.9054653679400687
83,154070,13, bibliothèque,0.8571389199246511,0.8986072297622979
84,155208,13,’exploitation,0.9999949328963436,0.9836517869729916
85,157865,13, portefeuille,0.9999959171432986,0.887372662866964
86,159784,13, personnalisé,0.9999946662967703,0.9968195330050826
87,162854,13, journalistes,0.5714277801532738,0.9684975556838763
88,169478,13, représentent,0.9999963863944451,0.9517094891129224
89,170861,13,actéristiques,0.9999972575056301,0.9999999998756012
90,172074,13, neuroscience,0.9999964223764455,0.7016868226334085
91,175707,13, intéressante,0.9999960052415604,0.9569049027395022
92,178224,13, récupération,0.9999990779973851,0.999999999257182
93,180405,13, températures,0.9999948214351289,0.9999813492142683
94,184210,13, constructeur,0.9999952910419283,0.9913608887104077
95,188424,13, indépendante,0.9999965884105311,0.9998953185037622
96,188432,13, sélectionner,0.9999976925341933,0.9965847041234853
97,189432,13, conformément,0.9999951286774081,0.8649752104654657
98,192237,13, profondément,0.9999973605358911,0.9703121625144023
99,193957,13, déplacements,0.9999969508148574,0.9997497066263206
100,199390,13, Gouvernement,0.9999984122780741,0.9999990553930619
