Rank,Encoding,Word Length,Word,Language Score_langdetect,Language Score_langid
39,195070,14, предоставляет,0.9999985198633525,0.6697208419045451
40,198720,14, удовольствием,0.9999965503002581,0.9999936942099061
41,38571,13, использовать,0.999995864537212,0.9991308407109106
42,56454,13, деятельности,0.9999976957608336,0.9998905201041354
43,64350,13, самостоятель,0.9999973519275692,0.9999980688764203
44,75203,13, соответствии,0.9999932890540021,0.9888923766022357
45,83729,13, законодатель,0.9999962026966622,0.9167282271991165
46,84756,13, используется,0.9999991190288618,0.9999984881117444
47,93371,13, оборудования,0.9999972862028564,0.9798087407227141
48,99647,13, беременности,0.9999937759248744,0.9435885946571037
49,105870,13, Башҡортостан,0.9999940392539426,0.9375444547360525
50,106778,13, пользователя,0.9999967728726408,0.9776945222024765
51,112998,13, эксплуатации,0.9999956488460426,0.9996273705795792
52,113332,13, деятельность,0.9999959817332288,0.9999892758027178
53,116590,13, используются,0.9999976629149152,0.999984111094416
54,117512,13, оборудование,0.9999945344428663,0.9838966451805529
55,118382,13, одновременно,0.9999960257925744,0.7771538576419224
56,118739,13, относительно,0.9999964620841162,0.9999998999084856
57,120845,13, взаимодейств,0.9999946697415223,0.9671627299696884
58,125162,13, образователь,0.9999972032156027,0.9988526293105967
59,126179,13, обеспечивает,0.9999938434920894,0.811826339476891
60,131784,13, специалистов,0.9999930605361356,0.8012462285743841
61,141835,13, представлены,0.9999970800333937,0.9999921422325176
62,143756,13, привлекатель,0.9999985492410538,0.9990927872182502
63,147996,13, пользователь,0.9999966926682228,0.9945440354928986
64,153402,13, производится,0.9999967026925902,0.9944073464549615
65,154510,13, пространство,0.9999930343379866,0.9838327664692833
66,163117,13, способствует,0.9999973180119376,0.999914112989635
67,170951,13, обслуживания,0.9999951849060192,0.9431168824964807
68,171841,13, исследований,0.9999963147540893,0.9994945918279841
69,173493,13, удовольствие,0.9999979344415341,0.9999898347808551
70,174037,13, определяется,0.999996459245275,0.9997707172127946
71,176508,13, распространя,0.9999947728221227,0.832581543354218
72,187150,13, предоставить,0.999995620149009,0.9082581635419208
73,187850,13, пространства,0.9999930461773974,0.938541418159897
74,191861,13, возможностей,0.9999960832314949,0.9336944420451242
75,191865,13, обслуживание,0.9999951855486691,0.9529448318495631
76,194368,13, Республикасы,0.9999972514806771,0.9999429486057969
77,199307,13, собственного,0.999996027793376,0.9999450893070316
78,199330,13, безопасность,0.999995872033969,0.9427085988503585
79,52363,12, дополнитель,0.9999980486069882,0.9999793903281501
80,61793,12, регистрации,0.9999956238339491,0.9788679381323506
81,65967,12, обязательно,0.9999955940927054,0.9946478516145244
82,74301,12, распростран,0.9999939826053255,0.9708967835433399
83,93080,12, поверхности,0.9999942225714658,0.8772209326011444
84,104551,12, максимально,0.9999944682627466,0.6726792611672451
85,104626,12, значительно,0.9999979165259083,0.8714158060428414
86,107286,12, особенности,0.9999954198572093,0.9995022350288498
87,115709,12, государства,0.9999970682335205,0.9671414300080244
88,115927,12, конструкции,0.9999946936410984,0.9986103690527728
89,121009,12, образование,0.9999940341096843,0.509990540911236
90,121244,12, сотрудников,0.5166077859274758,0.9430193997315482
91,123724,12, заключается,0.9999984321888932,0.8710409540478397
92,126270,12, обеспечения,0.999995189441461,0.8235531425788999
93,126302,12, поверхность,0.9999951141712436,0.9879237388520269
94,127114,12, большинство,0.9999965884828805,0.9700022200952904
95,133465,12, автомобилей,0.9999969459181839,0.8686444684464091
96,133699,12, необходимые,0.9999967991364341,0.9999999977871945
97,138566,12, специалисты,0.9999971038322708,0.9999474888316633
98,142853,12, потребуется,0.9999983625230393,0.9994721325814633
99,143512,12, современных,0.9999996363843653,0.9999999998341255
100,144477,12, большинстве,0.9999977931275073,0.989129779939101
